slug,culture_name,region,status,confidence,eligible_for_linkedin,canonical_source_asset,alternates,git_path,live_url,has_approved_overview,notes
hinukh,Hinukh,"Dagestan, Russia",ready,high,True,/cultural_images/hinukh_card.webp,/cultural_images/hinukh_card.webp,website-astro/public/cultural_images/hinukh_card.webp,https://www.culturesherpa.org/explore/cultural_images/hinukh_card.webp,True,
hmong,Hmong,Southeast Asia,ready,high,True,/cultural_images/hmong_card.webp,/cultural_images/hmong_card.webp,website-astro/public/cultural_images/hmong_card.webp,https://www.culturesherpa.org/explore/cultural_images/hmong_card.webp,True,
hmong_american,Hmong American,North America,probable-match,medium,False,/cultural_images/hmong_american_card.webp,/cultural_images/hmong_american_card.webp,,https://www.culturesherpa.org/explore/cultural_images/hmong_american_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
ho,Ho,"Jharkhand, Odisha, West Bengal in India",probable-match,medium,False,/cultural_images/ho_card.webp,/cultural_images/ho_card.webp,,https://www.culturesherpa.org/explore/cultural_images/ho_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
honduras,Honduras,Central America,ready,high,True,/cultural_images/honduras_card.webp,/cultural_images/honduras_card.webp,website-astro/public/cultural_images/honduras_card.webp,https://www.culturesherpa.org/explore/cultural_images/honduras_card.webp,True,
hungarian,Hungarian,Central Europe,ready,high,True,/cultural_images/hungarian_card.webp,/cultural_images/hungarian_card.webp,website-astro/public/cultural_images/hungarian_card.webp,https://www.culturesherpa.org/explore/cultural_images/hungarian_card.webp,True,
hupa,Hupa,"Northwestern California, USA",probable-match,medium,False,/cultural_images/hupa_card.webp,/cultural_images/hupa_card.webp,,https://www.culturesherpa.org/explore/cultural_images/hupa_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
iban,Iban,Southeast Asia,probable-match,medium,False,/cultural_images/iban_card.webp,/cultural_images/iban_card.webp,,https://www.culturesherpa.org/explore/cultural_images/iban_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
iceland,Iceland,Nordic,ready,high,True,/cultural_images/iceland_card.webp,/cultural_images/iceland_card.webp,website-astro/public/cultural_images/iceland_card.webp,https://www.culturesherpa.org/explore/cultural_images/iceland_card.webp,True,
ijaw,Ijaw,"Niger Delta, Nigeria",ready,high,True,/cultural_images/ijaw_card.webp,/cultural_images/ijaw_card.webp,website-astro/public/cultural_images/ijaw_card.webp,https://www.culturesherpa.org/explore/cultural_images/ijaw_card.webp,True,
ili_turks,Ili Turks,East Asia,ready,high,True,/cultural_images/ili_turks_card.webp,/cultural_images/ili_turks_card.webp,website-astro/public/cultural_images/ili_turks_card.webp,https://www.culturesherpa.org/explore/cultural_images/ili_turks_card.webp,True,
ilocano,Ilocano,"Ilocos Region, Philippines",ready,high,True,/cultural_images/ilocano_card.webp,/cultural_images/ilocano_card.webp,website-astro/public/cultural_images/ilocano_card.webp,https://www.culturesherpa.org/explore/cultural_images/ilocano_card.webp,True,
imraguen,Imraguen,Mauritania,ready,high,True,/cultural_images/imraguen_card.webp,/cultural_images/imraguen_card.webp,website-astro/public/cultural_images/imraguen_card.webp,https://www.culturesherpa.org/explore/cultural_images/imraguen_card.webp,True,
indian,Indian,South Asia,ready,high,True,/cultural_images/indian_card.webp,/cultural_images/indian_card.webp,website-astro/public/cultural_images/indian_card.webp,https://www.culturesherpa.org/explore/cultural_images/indian_card.webp,True,
indian_american,Indian American,United States,probable-match,medium,False,/cultural_images/indian_american_card.webp,/cultural_images/indian_american_card.webp,,https://www.culturesherpa.org/explore/cultural_images/indian_american_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
indo_caribbean,Indo Caribbean,Caribbean,probable-match,medium,False,/cultural_images/indo_caribbean_card.webp,/cultural_images/indo_caribbean_card.webp,,https://www.culturesherpa.org/explore/cultural_images/indo_caribbean_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
indonesian,Indonesian,Southeast Asia,ready,high,True,/cultural_images/indonesian_card.webp,/cultural_images/indonesian_card.webp,website-astro/public/cultural_images/indonesian_card.webp,https://www.culturesherpa.org/explore/cultural_images/indonesian_card.webp,True,
ingrian_finnish,Ingrian Finnish,"Ingria, near St. Petersburg, Russia",probable-match,medium,False,/cultural_images/ingrian_finnish_card.webp,/cultural_images/ingrian_finnish_card.webp,,https://www.culturesherpa.org/explore/cultural_images/ingrian_finnish_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
ingush,Ingush,"North Caucasus, Russia",probable-match,medium,False,/cultural_images/ingush_card.webp,/cultural_images/ingush_card.webp,,https://www.culturesherpa.org/explore/cultural_images/ingush_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
inuit,Inuit,North America,ready,high,True,/cultural_images/inuit_card.webp,/cultural_images/inuit_card.webp,website-astro/public/cultural_images/inuit_card.webp,https://www.culturesherpa.org/explore/cultural_images/inuit_card.webp,True,
iranian,Iranian,Middle East,ready,high,True,/cultural_images/iranian_card.webp,/cultural_images/iranian_card.webp,website-astro/public/cultural_images/iranian_card.webp,https://www.culturesherpa.org/explore/cultural_images/iranian_card.webp,True,
iranian_diaspora,Iranian Diaspora,Global,probable-match,medium,False,/cultural_images/iranian_diaspora_card.webp,/cultural_images/iranian_diaspora_card.webp,,https://www.culturesherpa.org/explore/cultural_images/iranian_diaspora_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
iranis,Iranis,South Asia,ready,high,True,/cultural_images/iranis_card.webp,/cultural_images/iranis_card.webp,website-astro/public/cultural_images/iranis_card.webp,https://www.culturesherpa.org/explore/cultural_images/iranis_card.webp,True,
iranun,Iranun,"Southern Philippines, Sabah (Malaysia)",ready,high,True,/cultural_images/iranun_card.webp,/cultural_images/iranun_card.webp,website-astro/public/cultural_images/iranun_card.webp,https://www.culturesherpa.org/explore/cultural_images/iranun_card.webp,True,
iraqi,Iraqi,Middle East,ready,high,True,/cultural_images/iraqi_card.webp,/cultural_images/iraqi_card.webp,website-astro/public/cultural_images/iraqi_card.webp,https://www.culturesherpa.org/explore/cultural_images/iraqi_card.webp,True,
iraqw,Iraqw,"Manyara Region, Tanzania",ready,high,True,/cultural_images/iraqw_card.webp,/cultural_images/iraqw_card.webp,website-astro/public/cultural_images/iraqw_card.webp,https://www.culturesherpa.org/explore/cultural_images/iraqw_card.webp,True,
irish,Irish,Ireland,ready,high,True,/cultural_images/irish_card.webp,/cultural_images/irish_card.webp,website-astro/public/cultural_images/irish_card.webp,https://www.culturesherpa.org/explore/cultural_images/irish_card.webp,True,
irish_american,Irish American,North America,probable-match,medium,False,/cultural_images/irish_american_card.webp,/cultural_images/irish_american_card.webp,,https://www.culturesherpa.org/explore/cultural_images/irish_american_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
irula,Irula,South Asia,probable-match,medium,False,/cultural_images/irula_card.webp,/cultural_images/irula_card.webp,,https://www.culturesherpa.org/explore/cultural_images/irula_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
israeli,Israeli,Middle East,ready,high,True,/cultural_images/israeli_card.webp,/cultural_images/israeli_card.webp,website-astro/public/cultural_images/israeli_card.webp,https://www.culturesherpa.org/explore/cultural_images/israeli_card.webp,True,
italian,Italian,Southern Europe,ready,high,True,/cultural_images/italian_card.webp,/cultural_images/italian_card.webp,website-astro/public/cultural_images/italian_card.webp,https://www.culturesherpa.org/explore/cultural_images/italian_card.webp,True,
italian_american,Italian American,North America,probable-match,medium,False,/cultural_images/italian_american_card.webp,/cultural_images/italian_american_card.webp,,https://www.culturesherpa.org/explore/cultural_images/italian_american_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
itawes,Itawes,"Cagayan Valley, Philippines",ready,high,True,/cultural_images/itawes_card.webp,/cultural_images/itawes_card.webp,website-astro/public/cultural_images/itawes_card.webp,https://www.culturesherpa.org/explore/cultural_images/itawes_card.webp,True,
itelmen,Itelmen,"Kamchatka Peninsula, Russia",probable-match,medium,False,/cultural_images/itelmen_card.webp,/cultural_images/itelmen_card.webp,,https://www.culturesherpa.org/explore/cultural_images/itelmen_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
itelmens,Itelmens,"Kamchatka Peninsula, Russia",ready,high,True,/cultural_images/itelmens_card.webp,/cultural_images/itelmens_card.webp,website-astro/public/cultural_images/itelmens_card.webp,https://www.culturesherpa.org/explore/cultural_images/itelmens_card.webp,True,
ivatans,Ivatans,"Batanes Islands, Philippines",ready,high,True,/cultural_images/ivatans_card.webp,/cultural_images/ivatans_card.webp,website-astro/public/cultural_images/ivatans_card.webp,https://www.culturesherpa.org/explore/cultural_images/ivatans_card.webp,True,
izhorians,Izhorians,"Ingria, northwestern Russia",ready,high,True,/cultural_images/izhorians_card.webp,/cultural_images/izhorians_card.webp,website-astro/public/cultural_images/izhorians_card.webp,https://www.culturesherpa.org/explore/cultural_images/izhorians_card.webp,True,
jadgals,Jadgals,South Asia,ready,high,True,/cultural_images/jadgals_card.webp,/cultural_images/jadgals_card.webp,website-astro/public/cultural_images/jadgals_card.webp,https://www.culturesherpa.org/explore/cultural_images/jadgals_card.webp,True,
jamaican,Jamaican,Caribbean,ready,high,True,/cultural_images/jamaican_card.webp,/cultural_images/jamaican_card.webp,website-astro/public/cultural_images/jamaican_card.webp,https://www.culturesherpa.org/explore/cultural_images/jamaican_card.webp,True,
japanese,Japanese,East Asia,ready,high,True,/cultural_images/japanese_card.webp,/cultural_images/japanese_card.webp,website-astro/public/cultural_images/japanese_card.webp,https://www.culturesherpa.org/explore/cultural_images/japanese_card.webp,True,
jewish_diaspora,Jewish Diaspora,Global,probable-match,medium,False,/cultural_images/jewish_diaspora_card.webp,/cultural_images/jewish_diaspora_card.webp,,https://www.culturesherpa.org/explore/cultural_images/jewish_diaspora_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
jingpo,Jingpo,"Northern Myanmar, Southwestern China",ready,high,True,/cultural_images/jingpo_card.webp,/cultural_images/jingpo_card.webp,website-astro/public/cultural_images/jingpo_card.webp,https://www.culturesherpa.org/explore/cultural_images/jingpo_card.webp,True,
jita,Jita,"Mara Region, Tanzania",ready,high,True,/cultural_images/jita_card.webp,/cultural_images/jita_card.webp,website-astro/public/cultural_images/jita_card.webp,https://www.culturesherpa.org/explore/cultural_images/jita_card.webp,True,
jola,Jola,West Africa,ready,high,True,/cultural_images/jola_card.webp,/cultural_images/jola_card.webp,website-astro/public/cultural_images/jola_card.webp,https://www.culturesherpa.org/explore/cultural_images/jola_card.webp,True,
jordanian,Jordanian,Middle East,ready,high,True,/cultural_images/jordanian_card.webp,/cultural_images/jordanian_card.webp,website-astro/public/cultural_images/jordanian_card.webp,https://www.culturesherpa.org/explore/cultural_images/jordanian_card.webp,True,
juang,Juang,"Odisha, India",probable-match,medium,False,/cultural_images/juang_card.webp,/cultural_images/juang_card.webp,,https://www.culturesherpa.org/explore/cultural_images/juang_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
jukun,Jukun,West Africa,ready,high,True,/cultural_images/jukun_card.webp,/cultural_images/jukun_card.webp,website-astro/public/cultural_images/jukun_card.webp,https://www.culturesherpa.org/explore/cultural_images/jukun_card.webp,True,
jur,Jur,South Sudan,ready,high,True,/cultural_images/jur_card.webp,/cultural_images/jur_card.webp,website-astro/public/cultural_images/jur_card.webp,https://www.culturesherpa.org/explore/cultural_images/jur_card.webp,True,
kablunangajuit,Kablunangajuit,Northern Arctic regions,ready,high,True,/cultural_images/kablunangajuit_card.webp,/cultural_images/kablunangajuit_card.webp,website-astro/public/cultural_images/kablunangajuit_card.webp,https://www.culturesherpa.org/explore/cultural_images/kablunangajuit_card.webp,True,
kabyle,Kabyle,"Kabylie, Algeria",ready,high,True,/cultural_images/kabyle_card.webp,/cultural_images/kabyle_card.webp,website-astro/public/cultural_images/kabyle_card.webp,https://www.culturesherpa.org/explore/cultural_images/kabyle_card.webp,True,
kadazan,Kadazan,"Sabah, Malaysia",probable-match,medium,False,/cultural_images/kadazan_card.webp,/cultural_images/kadazan_card.webp,,https://www.culturesherpa.org/explore/cultural_images/kadazan_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
kadazan_dusun,Kadazandusun,"Sabah, Malaysia",ambiguous,low,False,/cultural_images/kadazan_dusun_card.webp,/cultural_images/kadazan_dusun_card.webp|/cultural_images/kadazandusun_card.webp,,https://www.culturesherpa.org/explore/cultural_images/kadazan_dusun_card.webp,True,Both alias filenames 404 on git and live explore CDN; R2 not checked
kafwe_twa,Kafwe Twa,Central Africa,ready,high,True,/cultural_images/kafwe_twa_card.webp,/cultural_images/kafwe_twa_card.webp,website-astro/public/cultural_images/kafwe_twa_card.webp,https://www.culturesherpa.org/explore/cultural_images/kafwe_twa_card.webp,True,
kaguru,Kaguru,"Morogoro Region, Tanzania",ready,high,True,/cultural_images/kaguru_card.webp,/cultural_images/kaguru_card.webp,website-astro/public/cultural_images/kaguru_card.webp,https://www.culturesherpa.org/explore/cultural_images/kaguru_card.webp,True,
kalash,Kalash,South Asia,probable-match,medium,False,/cultural_images/kalash_card.webp,/cultural_images/kalash_card.webp,,https://www.culturesherpa.org/explore/cultural_images/kalash_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
kalmyks,Kalmyks,"Republic of Kalmykia, Russia",ready,high,True,/cultural_images/kalmyks_card.webp,/cultural_images/kalmyks_card.webp,website-astro/public/cultural_images/kalmyks_card.webp,https://www.culturesherpa.org/explore/cultural_images/kalmyks_card.webp,True,
kaluli,Kaluli,West Africa,ready,high,True,/cultural_images/kaluli_card.webp,/cultural_images/kaluli_card.webp,website-astro/public/cultural_images/kaluli_card.webp,https://www.culturesherpa.org/explore/cultural_images/kaluli_card.webp,True,
kamba,Kamba,Eastern Kenya,ready,high,True,/cultural_images/kamba_card.webp,/cultural_images/kamba_card.webp,website-astro/public/cultural_images/kamba_card.webp,https://www.culturesherpa.org/explore/cultural_images/kamba_card.webp,True,
kamentsa,Kamentsa,"Sibundoy Valley, Putumayo, Colombia",ready,high,True,/cultural_images/kamentsa_card.webp,/cultural_images/kamentsa_card.webp,website-astro/public/cultural_images/kamentsa_card.webp,https://www.culturesherpa.org/explore/cultural_images/kamentsa_card.webp,True,
kamoro,Kamoro,"Southern coast of Papua, Indonesia",probable-match,medium,False,/cultural_images/kamoro_card.webp,/cultural_images/kamoro_card.webp,,https://www.culturesherpa.org/explore/cultural_images/kamoro_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
kanaks,Kanaks,"New Caledonia, South Pacific",ready,high,True,/cultural_images/kanaks_card.webp,/cultural_images/kanaks_card.webp,website-astro/public/cultural_images/kanaks_card.webp,https://www.culturesherpa.org/explore/cultural_images/kanaks_card.webp,True,
karelian,Karelian,Europe,probable-match,medium,False,/cultural_images/karelian_card.webp,/cultural_images/karelian_card.webp,,https://www.culturesherpa.org/explore/cultural_images/karelian_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
kawesqar,Kawésqar,South America,probable-match,medium,False,/cultural_images/kawésqar_card.webp,/cultural_images/kawésqar_card.webp,,https://www.culturesherpa.org/explore/cultural_images/kawésqar_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
kazakhstan,Kazakhstan,Central Asia,ready,high,True,/cultural_images/kazakhstan_card.webp,/cultural_images/kazakhstan_card.webp,website-astro/public/cultural_images/kazakhstan_card.webp,https://www.culturesherpa.org/explore/cultural_images/kazakhstan_card.webp,True,
kenyan,Kenyan,East Africa,ready,high,True,/cultural_images/kenyan_card.webp,/cultural_images/kenyan_card.webp,website-astro/public/cultural_images/kenyan_card.webp,https://www.culturesherpa.org/explore/cultural_images/kenyan_card.webp,True,
khakas,Khakas,"Republic of Khakassia, Russia",ready,high,True,/cultural_images/khakas_card.webp,/cultural_images/khakas_card.webp,website-astro/public/cultural_images/khakas_card.webp,https://www.culturesherpa.org/explore/cultural_images/khakas_card.webp,True,
khalaj,Khalaj,Iran,ready,high,True,/cultural_images/khalaj_card.webp,/cultural_images/khalaj_card.webp,website-astro/public/cultural_images/khalaj_card.webp,https://www.culturesherpa.org/explore/cultural_images/khalaj_card.webp,True,
khanty,Khanty,"Khanty-Mansi Autonomous Okrug, Russia",ready,high,True,/cultural_images/khanty_card.webp,/cultural_images/khanty_card.webp,website-astro/public/cultural_images/khanty_card.webp,https://www.culturesherpa.org/explore/cultural_images/khanty_card.webp,True,
kharia,Kharia,"Jharkhand, Odisha, Chhattisgarh, India",probable-match,medium,False,/cultural_images/kharia_card.webp,/cultural_images/kharia_card.webp,,https://www.culturesherpa.org/explore/cultural_images/kharia_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
khas,Khas,"Nepal, Northern India",ready,high,True,/cultural_images/khas_card.webp,/cultural_images/khas_card.webp,website-astro/public/cultural_images/khas_card.webp,https://www.culturesherpa.org/explore/cultural_images/khas_card.webp,True,
khiamngan,Khiamngan,"Northeast India, primarily Nagaland",probable-match,medium,False,/cultural_images/khiamngan_card.webp,/cultural_images/khiamngan_card.webp,,https://www.culturesherpa.org/explore/cultural_images/khiamngan_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
kirantis,Kirantis,Eastern Nepal,ready,high,True,/cultural_images/kirantis_card.webp,/cultural_images/kirantis_card.webp,website-astro/public/cultural_images/kirantis_card.webp,https://www.culturesherpa.org/explore/cultural_images/kirantis_card.webp,True,
kiribati,Kiribati,Pacific Islands,ready,high,True,/cultural_images/kiribati_card.webp,/cultural_images/kiribati_card.webp,website-astro/public/cultural_images/kiribati_card.webp,https://www.culturesherpa.org/explore/cultural_images/kiribati_card.webp,True,
kissi,Kissi,West Africa,ready,high,True,/cultural_images/kissi_card.webp,/cultural_images/kissi_card.webp,website-astro/public/cultural_images/kissi_card.webp,https://www.culturesherpa.org/explore/cultural_images/kissi_card.webp,True,
klallam,Klallam,North America,ready,high,True,/cultural_images/klallam_card.webp,/cultural_images/klallam_card.webp,website-astro/public/cultural_images/klallam_card.webp,https://www.culturesherpa.org/explore/cultural_images/klallam_card.webp,True,
koara,Koara,"Goldfields-Esperance, Western Australia",ready,high,True,/cultural_images/koara_card.webp,/cultural_images/koara_card.webp,website-astro/public/cultural_images/koara_card.webp,https://www.culturesherpa.org/explore/cultural_images/koara_card.webp,True,
koches,Koches,Southeast Asia,ready,high,True,/cultural_images/koches_card.webp,/cultural_images/koches_card.webp,website-astro/public/cultural_images/koches_card.webp,https://www.culturesherpa.org/explore/cultural_images/koches_card.webp,True,
kodava,Kodava,"Kodagu district, Karnataka, India",ready,high,True,/cultural_images/kodava_card.webp,/cultural_images/kodava_card.webp,website-astro/public/cultural_images/kodava_card.webp,https://www.culturesherpa.org/explore/cultural_images/kodava_card.webp,True,
kofyar,Kofyar,"Plateau State, Nigeria",ready,high,True,/cultural_images/kofyar_card.webp,/cultural_images/kofyar_card.webp,website-astro/public/cultural_images/kofyar_card.webp,https://www.culturesherpa.org/explore/cultural_images/kofyar_card.webp,True,
kokborok,Kokborok,"Northeast India, primarily Tripura",probable-match,medium,False,/cultural_images/kokborok_card.webp,/cultural_images/kokborok_card.webp,,https://www.culturesherpa.org/explore/cultural_images/kokborok_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
konkani,Konkani,South Asia,ready,high,True,/cultural_images/konkani_card.webp,/cultural_images/konkani_card.webp,website-astro/public/cultural_images/konkani_card.webp,https://www.culturesherpa.org/explore/cultural_images/konkani_card.webp,True,
konso,Konso,Southern Ethiopia,ready,high,True,/cultural_images/konso_card.webp,/cultural_images/konso_card.webp,website-astro/public/cultural_images/konso_card.webp,https://www.culturesherpa.org/explore/cultural_images/konso_card.webp,True,
korean,Korean,East Asia,ready,high,True,/cultural_images/korean_card.webp,/cultural_images/korean_card.webp,website-astro/public/cultural_images/korean_card.webp,https://www.culturesherpa.org/explore/cultural_images/korean_card.webp,True,
korean_american,Korean American,United States,probable-match,medium,False,/cultural_images/korean_american_card.webp,/cultural_images/korean_american_card.webp,,https://www.culturesherpa.org/explore/cultural_images/korean_american_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
koryaks,Koryaks,"Kamchatka Krai, Russia",ready,high,True,/cultural_images/koryaks_card.webp,/cultural_images/koryaks_card.webp,website-astro/public/cultural_images/koryaks_card.webp,https://www.culturesherpa.org/explore/cultural_images/koryaks_card.webp,True,
kosraeans,Kosraeans,Micronesia,ready,high,True,/cultural_images/kosraeans_card.webp,/cultural_images/kosraeans_card.webp,website-astro/public/cultural_images/kosraeans_card.webp,https://www.culturesherpa.org/explore/cultural_images/kosraeans_card.webp,True,
kota,Kota,Central Africa,probable-match,medium,False,/cultural_images/kota_card.webp,/cultural_images/kota_card.webp,,https://www.culturesherpa.org/explore/cultural_images/kota_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
koyukon,Koyukon,Interior Alaska,ready,high,True,/cultural_images/koyukon_card.webp,/cultural_images/koyukon_card.webp,website-astro/public/cultural_images/koyukon_card.webp,https://www.culturesherpa.org/explore/cultural_images/koyukon_card.webp,True,
kpelle,Kpelle,West Africa,ready,high,True,/cultural_images/kpelle_card.webp,/cultural_images/kpelle_card.webp,website-astro/public/cultural_images/kpelle_card.webp,https://www.culturesherpa.org/explore/cultural_images/kpelle_card.webp,True,
kposo,Kposo,Togo,ready,high,True,/cultural_images/kposo_card.webp,/cultural_images/kposo_card.webp,website-astro/public/cultural_images/kposo_card.webp,https://www.culturesherpa.org/explore/cultural_images/kposo_card.webp,True,
kraho,Kraho,Brazil,ready,high,True,/cultural_images/kraho_card.webp,/cultural_images/kraho_card.webp,website-astro/public/cultural_images/kraho_card.webp,https://www.culturesherpa.org/explore/cultural_images/kraho_card.webp,True,
kurdish_diaspora,Kurdish Diaspora,Middle East,probable-match,medium,False,/cultural_images/kurdish_diaspora_card.webp,/cultural_images/kurdish_diaspora_card.webp,,https://www.culturesherpa.org/explore/cultural_images/kurdish_diaspora_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
kuria,Kuria,East Africa,ready,high,True,/cultural_images/kuria_card.webp,/cultural_images/kuria_card.webp,website-astro/public/cultural_images/kuria_card.webp,https://www.culturesherpa.org/explore/cultural_images/kuria_card.webp,True,
kurukh,Kurukh,South Asia,ready,high,True,/cultural_images/kurukh_card.webp,/cultural_images/kurukh_card.webp,website-astro/public/cultural_images/kurukh_card.webp,https://www.culturesherpa.org/explore/cultural_images/kurukh_card.webp,True,
kuteb,Kuteb,"Taraba State, Nigeria",ready,high,True,/cultural_images/kuteb_card.webp,/cultural_images/kuteb_card.webp,website-astro/public/cultural_images/kuteb_card.webp,https://www.culturesherpa.org/explore/cultural_images/kuteb_card.webp,True,
kuwait,Kuwait,Middle East,ready,high,True,/cultural_images/kuwait_card.webp,/cultural_images/kuwait_card.webp,website-astro/public/cultural_images/kuwait_card.webp,https://www.culturesherpa.org/explore/cultural_images/kuwait_card.webp,True,
kuwarranyji,Kuwarranyji,Northern Australia,ready,high,True,/cultural_images/kuwarranyji_card.webp,/cultural_images/kuwarranyji_card.webp,website-astro/public/cultural_images/kuwarranyji_card.webp,https://www.culturesherpa.org/explore/cultural_images/kuwarranyji_card.webp,True,
kvens,Kvens,Europe,ready,high,True,/cultural_images/kvens_card.webp,/cultural_images/kvens_card.webp,website-astro/public/cultural_images/kvens_card.webp,https://www.culturesherpa.org/explore/cultural_images/kvens_card.webp,True,
kwakwakawakw,Kwakwaka'wakw,North America,probable-match,medium,False,/cultural_images/kwakwakawakw_card.webp,/cultural_images/kwakwakawakw_card.webp,,https://www.culturesherpa.org/explore/cultural_images/kwakwakawakw_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
kwaya,Kwaya,Central Africa,ready,high,True,/cultural_images/kwaya_card.webp,/cultural_images/kwaya_card.webp,website-astro/public/cultural_images/kwaya_card.webp,https://www.culturesherpa.org/explore/cultural_images/kwaya_card.webp,True,
kwere,Kwere,Coastal Tanzania,ready,high,True,/cultural_images/kwere_card.webp,/cultural_images/kwere_card.webp,website-astro/public/cultural_images/kwere_card.webp,https://www.culturesherpa.org/explore/cultural_images/kwere_card.webp,True,
kwinti,Kwinti,South America,ready,high,True,/cultural_images/kwinti_card.webp,/cultural_images/kwinti_card.webp,website-astro/public/cultural_images/kwinti_card.webp,https://www.culturesherpa.org/explore/cultural_images/kwinti_card.webp,True,
kyrgyz,Kyrgyz,Central Asia,ready,high,True,/cultural_images/kyrgyz_card.webp,/cultural_images/kyrgyz_card.webp,website-astro/public/cultural_images/kyrgyz_card.webp,https://www.culturesherpa.org/explore/cultural_images/kyrgyz_card.webp,True,
lao_american,Lao American,United States,probable-match,medium,False,/cultural_images/lao_american_card.webp,/cultural_images/lao_american_card.webp,,https://www.culturesherpa.org/explore/cultural_images/lao_american_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
laotian,Laotian,Southeast Asia,ready,high,True,/cultural_images/laotian_card.webp,/cultural_images/laotian_card.webp,website-astro/public/cultural_images/laotian_card.webp,https://www.culturesherpa.org/explore/cultural_images/laotian_card.webp,True,
larrakia,Larrakia,"Northern Territory, Australia",ready,high,True,/cultural_images/larrakia_card.webp,/cultural_images/larrakia_card.webp,website-astro/public/cultural_images/larrakia_card.webp,https://www.culturesherpa.org/explore/cultural_images/larrakia_card.webp,True,
latvians,Latvians,"Baltic region, Northern Europe",ready,high,True,/cultural_images/latvians_card.webp,/cultural_images/latvians_card.webp,website-astro/public/cultural_images/latvians_card.webp,https://www.culturesherpa.org/explore/cultural_images/latvians_card.webp,True,
laz,Laz,Middle East,ready,high,True,/cultural_images/laz_card.webp,/cultural_images/laz_card.webp,website-astro/public/cultural_images/laz_card.webp,https://www.culturesherpa.org/explore/cultural_images/laz_card.webp,True,
lebanese_diaspora,Lebanese Diaspora,Global,probable-match,medium,False,/cultural_images/lebanese_diaspora_card.webp,/cultural_images/lebanese_diaspora_card.webp,,https://www.culturesherpa.org/explore/cultural_images/lebanese_diaspora_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
lega,Lega,Central Africa,ready,high,True,/cultural_images/lega_card.webp,/cultural_images/lega_card.webp,website-astro/public/cultural_images/lega_card.webp,https://www.culturesherpa.org/explore/cultural_images/lega_card.webp,True,
lepcha,Lepcha,South Asia,probable-match,medium,False,/cultural_images/lepcha_card.webp,/cultural_images/lepcha_card.webp,,https://www.culturesherpa.org/explore/cultural_images/lepcha_card.webp,True,Index path absent from git and 404 on live explore CDN; R2 gfv-media not inventoried
lesotho,Lesotho,Southern Africa,ready,high,True,/cultural_images/lesotho_card.webp,/cultural_images/lesotho_card.webp,website-astro/public/cultural_images/lesotho_card.webp,https://www.culturesherpa.org/explore/cultural_images/lesotho_card.webp,True,
liberian,Liberian,West Africa,ready,high,True,/cultural_images/liberian_card.webp,/cultural_images/liberian_card.webp,website-astro/public/cultural_images/liberian_card.webp,https://www.culturesherpa.org/explore/cultural_images/liberian_card.webp,True,
libyan,Libyan,North Africa,ready,high,True,/cultural_images/libyan_card.webp,/cultural_images/libyan_card.webp,website-astro/public/cultural_images/libyan_card.webp,https://www.culturesherpa.org/explore/cultural_images/libyan_card.webp,True,
